"Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","market_value_2021","market_value_2022"
"Alavés","La Liga","Javi López","ESP","DF","19",2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0,0,0.4,0.4,6,13,18,0,0,0,0,0,0,0.08,0.08,0,0.08,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,155,218,71.1,2862,1050,68,76,89.5,63,85,74.1,20,46,43.5,0.4,0.5,-0.4,4,13,5,3,13,218,165,52,8,0,2,14,44,0,0,0,0,155,1,3,6,1.17,4,1,0,0,1,0,1,0.19,1,0,0,0,0,0,8,6,6,2,0,4,6,66.7,2,7,1,6,4,12,15,0,273,19,84,144,45,0,273,6,2,33.3,4,66.7,124,802,327,6,7,0,6,6,152,18,9,462,51,13.5,5.1,4,87,3,5,23,21,0.11,3,12,-9,-1.75,-0.99,4.1,8.3,-4.2,-0.82,-0.35,0,6,12,0,14,6,0,0,0,13,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600000,700000
"Alavés","La Liga","Mamadou Loum","SEN","MF","24",1996,32,26,2312,25.7,2,0,2,2,0,0,10,0,2.9,2.9,0.6,3.4,13,72,14,0.08,0,0.08,0.08,0.08,0.11,0.02,0.13,0.11,0.13,2,33,8,24.2,1.28,0.31,0.06,0.25,21.3,0,0,0,0.09,-0.9,-0.9,606,835,72.6,11052,3266,259,331,78.2,265,333,79.6,75,129,58.1,0.6,0.5,-0.6,9,60,3,1,72,835,825,9,9,4,11,4,0,0,0,0,0,606,1,16,22,0.86,15,0,2,5,0,0,0,0,0,0,0,0,0,0,49,22,26,22,1,17,45,37.8,28,30,11,19,37,86,68,1,1174,89,328,721,138,29,1174,42,26,61.9,16,38.1,551,2510,1091,13,14,2,47,25,589,14,32,2312,72,67.6,25.7,26,84,16,6,23,0,0.91,27,43,-16,-0.62,0.84,28.9,37.7,-8.8,-0.34,0.54,0,50,22,1,4,22,0,0,0,160,100,42,70.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500000,4000000
"Alavés","La Liga","Iván Martín","ESP","MF,FW","22",1999,6,2,166,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,9,5,0,0,0,0,0,0.05,0,0.05,0.05,0.05,0,1,0,0,0.54,0,0,NA,20.8,0,0,0,0.1,-0.1,-0.1,51,65,78.5,722,209,33,35,94.3,15,18,83.3,2,7,28.6,0,0.1,0,0,7,0,0,9,65,64,1,0,0,0,3,1,0,0,0,0,51,0,2,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,2,0,2,1,2,1,0,81,0,9,44,28,1,81,2,0,0,2,100,59,311,92,2,2,0,3,6,62,5,6,166,28,4.9,1.8,2,45,0,4,19,15,0.83,2,4,-2,-1.08,-0.2,1.6,2.9,-1.3,-0.71,-0.2,0,2,1,0,3,1,0,0,0,6,3,3,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,800000
"Alavés","La Liga","Tomás Mendes","ESP","MF","16",2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,4,5,80,91,9,1,2,50,2,2,100,1,1,100,0,0,0,0,0,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,6,1,1,5,0,0,6,0,0,NA,0,NA,3,4,1,0,0,0,0,0,3,0,1,9,9,0.3,0.1,0,NA,0,1,9,5,0,0,0,0,0,0.9,0,0.6,-0.6,-5.72,-5.21,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alavés","La Liga","Édgar Méndez","ESP","FW,MF","31",1990,32,17,1614,17.9,1,1,2,1,0,0,6,0,1.5,1.5,2.5,4,18,31,112,0.06,0.06,0.11,0.06,0.11,0.08,0.14,0.22,0.08,0.22,1,25,8,32,1.39,0.45,0.04,0.13,19.3,0,0,0,0.06,-0.5,-0.5,257,444,57.9,4312,1233,140,199,70.4,81,132,61.4,29,63,46,2.5,1.8,-1.5,18,19,18,11,31,444,421,22,1,1,6,59,11,1,0,0,0,257,1,23,31,1.73,25,0,1,2,2,1,1,0.06,1,0,0,0,0,0,25,14,11,10,4,11,34,32.4,23,16,0,16,4,29,17,0,638,18,110,261,276,40,638,26,14,53.8,12,46.2,341,1509,603,18,11,4,49,20,400,112,32,1614,50,47.2,17.9,17,73,3,15,25,0,0.78,19,35,-16,-0.89,0,19.1,28,-8.9,-0.5,0.04,0,50,31,15,59,14,0,0,0,73,34,37,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200000,1200000
"Alavés","La Liga","Matt Miazga","USA","DF","26",1995,11,9,833,9.3,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.6,0,10,2,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,0,7,3,42.9,0.76,0.32,0,0,12.6,0,0,0,0.05,-0.3,-0.3,244,321,76,5215,2078,72,90,80,131,155,84.5,39,70,55.7,0.2,0,-0.2,2,4,0,0,10,321,303,18,16,0,5,0,2,0,0,0,0,244,0,1,4,0.43,2,0,0,2,0,0,0,0,0,0,0,0,0,0,7,7,3,4,0,2,7,28.6,5,14,12,2,11,18,55,1,424,84,254,155,18,11,424,0,0,NA,0,NA,174,567,205,0,0,0,5,0,203,2,11,833,76,24.4,9.3,9,90,9,2,12,21,0.73,3,15,-12,-1.3,-0.53,6.4,15.9,-9.5,-1.03,-0.67,0,6,2,0,0,7,0,0,0,35,32,8,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,2000000
"Alavés","La Liga","Miguel","ESP","FW,MF","21",1999,22,10,829,9.2,1,1,2,1,0,0,2,0,1.9,1.9,0.3,2.2,17,6,62,0.11,0.11,0.22,0.11,0.22,0.21,0.03,0.24,0.21,0.24,1,22,4,18.2,2.39,0.43,0.05,0.25,14.4,0,0,0,0.09,-0.9,-0.9,103,161,64,1350,172,65,81,80.2,34,43,79.1,2,6,33.3,0.3,0.4,0.7,5,6,2,1,6,161,149,10,0,0,0,6,1,0,0,0,0,103,2,10,22,2.39,10,0,2,3,7,0,2,0.22,1,0,0,0,1,0,7,3,1,5,1,2,15,13.3,13,6,0,6,1,8,7,0,275,4,22,108,147,44,275,25,13,52,12,48,171,1005,461,17,12,11,34,12,196,62,22,829,38,24.2,9.2,10,70,1,12,11,13,0.68,8,13,-5,-0.54,0.46,9.6,13.8,-4.3,-0.46,0.07,0,19,20,5,6,3,1,0,0,32,14,41,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,1500000
"Alavés","La Liga","Toni Moya","ESP","MF","23",1998,28,17,1386,15.4,0,1,1,0,0,0,2,0,1.3,1.3,1.8,3.1,19,43,17,0,0.06,0.06,0,0.06,0.08,0.12,0.2,0.08,0.2,0,12,2,16.7,0.78,0.13,0,0,26.2,2,0,0,0.1,-1.3,-1.3,408,594,68.7,7741,2391,193,223,86.5,127,171,74.3,74,163,45.4,1.8,1.7,-0.8,23,28,8,3,43,594,481,109,56,4,13,81,0,51,17,29,0,408,4,10,32,2.08,9,21,1,1,0,0,3,0.19,1,1,0,1,0,0,23,10,7,13,3,13,43,30.2,30,18,5,13,20,43,18,0,749,35,157,398,204,8,749,25,20,80,5,20,335,1793,805,19,14,1,25,12,348,17,28,1386,50,40.5,15.4,17,74,4,11,12,9,0.64,8,27,-19,-1.23,-0.57,14.2,25.2,-11,-0.72,-0.33,0,27,10,0,81,10,0,1,0,99,10,20,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400000,1500000
"Alavés","La Liga","Ximo Navarro","ESP","DF","31",1990,18,16,1347,15,0,0,0,0,0,0,4,1,0.6,0.6,0.4,1,21,35,24,0,0,0,0,0,0.04,0.03,0.07,0.04,0.07,0,10,3,30,0.67,0.2,0,0,18.1,0,0,0,0.06,-0.6,-0.6,414,587,70.5,7311,2845,182,205,88.8,189,249,75.9,33,102,32.4,0.4,0.1,-0.4,4,25,3,1,35,587,447,138,11,2,7,29,127,0,0,0,0,414,2,11,11,0.73,6,1,0,2,2,0,0,0,0,0,0,0,0,0,28,19,21,6,1,13,27,48.1,14,11,5,6,22,50,56,2,767,73,288,359,129,9,767,12,5,41.7,7,58.3,342,1799,952,21,18,1,20,6,356,24,18,1347,75,39.4,15,16,81,11,2,27,5,0.89,10,23,-13,-0.87,0.04,12.2,22.4,-10.2,-0.68,-0.27,0,16,25,2,29,19,0,2,0,79,9,23,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1200000
"Alavés","La Liga","Jesús Owono","EQG","GK","20",2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,11,23,47.8,513,464,0,0,NA,2,2,100,9,21,42.9,0,0,0,0,2,0,0,0,23,19,4,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,25,21,25,0,0,0,25,0,0,NA,0,NA,18,174,124,0,0,0,0,0,4,0,1,90,90,2.6,1,1,90,1,0,NA,2,1,1,1,0,0,0.92,1.7,0.9,0.9,0.86,1.42,0,0,0,0,0,0,0,0,0,3,0,0,NA,1,1,4,3,75,0,1,0,0,0,0,0,0,0,NA,1,0,0,0,0,0.8,0.19,-0.2,-0.25,9,21,42.9,20,2,90,53.3,3,100,68.3,8,0,0,2,2,17.6,NA,200000
"Alavés","La Liga","Fernando Pacheco","ESP","GK","29",1992,34,34,3053,33.9,0,0,0,0,0,0,1,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,649,1032,62.9,25444,21746,73,73,100,179,181,98.9,397,775,51.2,0.3,0.1,-0.3,2,48,2,0,0,1032,606,423,115,0,1,0,0,0,0,0,0,649,3,0,9,0.27,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,2,100,0,0,0,0,0,2,18,1,1114,923,1109,5,0,0,1114,0,0,NA,0,NA,520,3405,2363,0,0,0,2,0,351,0,34,3053,90,89.3,33.9,34,90,33,0,NA,1,0.85,29,60,-31,-0.91,-0.18,33.6,51.7,-18.1,-0.53,-0.13,0,0,2,0,0,1,0,0,0,26,4,0,100,60,1.77,148,85,62.8,8,5,21,5,14.7,8,5,3,0,37.5,60,5,0,9,0,51.8,0.31,-8.2,-0.24,331,693,47.8,721,85,64.2,44.5,308,74.7,50.6,545,24,4.4,43,1.27,15.7,8000000,5000000
"Alavés","La Liga","Facundo Pellistri","URU","MF,FW","19",2001,21,6,672,7.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,24,11,42,0,0,0,0,0,0.07,0.06,0.13,0.07,0.13,0,7,2,28.6,0.94,0.27,0,0,12.9,0,0,0,0.07,-0.5,-0.5,105,148,70.9,1224,312,79,91,86.8,19,28,67.9,2,7,28.6,0.5,0.3,-0.5,6,6,5,1,11,148,144,4,2,0,0,13,0,0,0,0,0,105,0,8,17,2.28,12,0,1,0,3,1,0,0,0,0,0,0,0,0,9,5,4,3,2,1,10,10,9,13,2,11,6,15,7,0,257,7,49,109,108,19,257,26,11,42.3,15,57.7,160,1454,714,24,14,6,24,13,159,42,21,672,32,19.6,7.5,6,62,0,15,20,14,0.76,4,10,-6,-0.8,0.11,6.4,11,-4.6,-0.62,-0.12,0,8,20,3,13,5,0,0,0,33,8,18,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000000,2500000
"Alavés","La Liga","Tomás Pina Isla","ESP","MF","33",1987,29,16,1444,16,0,0,0,0,0,0,4,0,0.5,0.5,0.3,0.7,4,50,8,0,0,0,0,0,0.03,0.02,0.05,0.03,0.05,0,5,1,20,0.31,0.06,0,0,23.9,0,0,0,0.09,-0.5,-0.5,455,586,77.6,6879,2005,257,300,85.7,167,199,83.9,20,37,54.1,0.3,0.6,-0.3,2,46,1,0,50,586,580,3,2,1,4,5,1,0,0,0,0,455,3,15,16,1,11,0,0,0,5,0,0,0,0,0,0,0,0,0,28,16,13,11,4,14,29,48.3,15,12,3,9,22,50,23,0,725,37,180,434,118,13,725,7,4,57.1,3,42.9,322,1219,369,4,5,1,13,6,386,8,29,1444,50,42.2,16,16,76,3,13,17,4,0.83,12,32,-20,-1.25,-0.61,14.2,23.2,-9,-0.56,-0.08,0,39,29,0,5,16,0,0,0,105,31,24,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,800000
"Alavés","La Liga","Pere Pons","ESP","MF","28",1993,27,17,1366,15.2,1,0,1,1,0,0,2,0,1.5,1.5,0.6,2.1,20,37,50,0.07,0,0.07,0.07,0.07,0.1,0.04,0.14,0.1,0.14,1,15,4,26.7,0.99,0.26,0.07,0.25,15,0,0,0,0.1,-0.5,-0.5,267,374,71.4,3994,984,148,187,79.1,93,126,73.8,14,27,51.9,0.6,0.5,-0.6,12,22,8,2,37,374,351,19,4,0,2,8,2,0,0,0,0,267,4,10,22,1.45,16,0,2,0,2,2,0,0,0,0,0,0,0,0,26,18,4,20,2,7,21,33.3,14,10,1,9,6,32,11,0,507,17,95,288,128,26,507,8,4,50,4,50,262,1187,603,20,14,4,35,10,299,50,27,1366,51,39.9,15.2,17,70,0,10,17,3,0.85,9,26,-17,-1.12,-0.38,12.2,21.4,-9.2,-0.6,-0.14,0,25,17,2,8,18,0,0,0,64,17,33,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500000,2500000
"Alavés","La Liga","Luis Rioja","ESP","MF,FW","27",1993,37,36,3111,34.6,1,3,4,1,0,0,3,0,3,3,5.1,8.2,122,77,213,0.03,0.09,0.12,0.03,0.12,0.09,0.15,0.24,0.09,0.24,1,44,16,36.4,1.27,0.46,0.02,0.06,18.3,0,0,0,0.07,-2,-2,560,932,60.1,8631,2524,315,403,78.2,170,291,58.4,48,129,37.2,5.1,4.2,-2.1,33,36,34,12,77,932,853,72,30,5,0,170,17,25,8,14,0,560,7,52,92,2.66,56,5,15,8,7,1,7,0.2,5,0,1,1,0,0,28,15,11,10,7,14,58,24.1,44,22,1,21,25,53,20,0,1316,18,204,447,703,90,1316,130,70,53.8,60,46.2,811,6037,3374,122,75,39,99,51,815,213,37,3111,84,91,34.6,36,85,18,1,45,0,0.84,29,57,-28,-0.81,0.94,35.4,49,-13.6,-0.39,1.4,0,17,39,12,170,15,0,0,0,191,17,27,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,3000000
"Alavés","La Liga","Unai Ropero","ESP","MF","19",2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,1,1,100,11,0,1,1,100,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0,4,0,1,3,0,0,4,0,0,NA,0,NA,3,8,1,0,0,0,1,1,4,1,1,12,12,0.4,0.1,0,NA,0,1,12,0,0,0,0,0,0,0.9,0,0,0,0,0.52,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alavés","La Liga","Antonio Sivera","ESP","GK","24",1996,4,3,277,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,66,107,61.7,2498,2088,11,11,100,19,19,100,36,77,46.8,0,0,0,0,3,0,0,0,107,57,50,10,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,115,103,115,0,0,0,115,0,0,NA,0,NA,48,301,186,0,0,0,0,0,29,0,4,277,69,8.1,3.1,3,90,3,1,7,33,1,1,4,-3,-0.97,-0.09,2,4.5,-2.5,-0.81,-0.32,0,0,0,0,0,0,0,0,0,3,0,0,NA,4,1.3,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0,4,1,0,1,0,5.9,0.31,1.9,0.62,29,69,42,67,9,61.2,44.9,40,70,51.5,66,2,3,3,0.97,14.6,900000,1000000
"Alavés","La Liga","Mamadou Sylla","SEN","FW,MF","27",1994,13,4,394,4.4,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,4,29,0,0,0,0,0,0.1,0.03,0.12,0.1,0.12,0,2,0,0,0.46,0,0,NA,8.9,0,0,0,0.21,-0.4,-0.4,41,74,55.4,662,71,20,31,64.5,17,28,60.7,3,4,75,0.1,0.1,-0.1,3,3,2,1,4,74,67,7,0,0,0,11,0,0,0,0,0,41,0,5,3,0.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,1,0,1,0,0,0,1,3,5,0,110,5,9,42,60,10,110,7,3,42.9,4,57.1,62,388,167,5,4,2,16,2,78,29,13,394,30,11.5,4.4,4,56,0,9,19,7,0.46,4,7,-3,-0.69,0.24,2.4,7.3,-4.9,-1.12,-0.68,0,8,6,6,11,2,0,0,0,5,11,13,45.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1200000
"Alavés","La Liga","Tachi","ESP","DF","23",1997,5,2,239,2.7,0,0,0,0,0,0,1,0,0,0,0.1,0.1,0,7,1,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,59,94,62.8,1548,780,15,20,75,29,40,72.5,15,33,45.5,0.1,0,-0.1,1,10,1,1,7,94,79,14,9,0,4,2,5,0,0,0,0,59,1,0,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,5,7,71.4,2,4,3,1,1,7,9,0,114,13,52,54,8,1,114,0,0,NA,0,NA,47,201,100,0,0,0,2,0,47,1,5,239,48,7,2.7,2,88,1,3,21,17,0.6,0,5,-5,-1.88,-1.06,1,5.1,-4,-1.52,-1.08,0,3,4,0,2,3,0,0,0,13,4,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,800000
"Alavés","La Liga","Nahuel Tenaglia","ARG","DF","25",1996,14,12,1073,11.9,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,17,42,15,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,0,6,1,16.7,0.5,0.08,0,0,19.1,0,0,0,0.04,-0.3,-0.3,305,485,62.9,5242,2711,146,188,77.7,124,179,69.3,31,90,34.4,0.1,0.4,-0.1,3,34,9,3,42,485,369,116,2,0,2,24,114,0,0,0,0,305,0,14,19,1.59,12,4,0,1,1,1,0,0,0,0,0,0,0,0,42,27,30,9,3,24,37,64.9,13,10,2,8,26,68,42,0,642,44,255,269,121,8,642,11,7,63.6,4,36.4,226,1188,649,17,14,0,14,6,235,15,14,1073,77,31.4,11.9,12,85,10,2,24,2,0.79,10,21,-11,-0.92,-0.04,12.6,21.2,-8.6,-0.72,-0.29,0,8,8,0,24,27,0,1,0,67,23,19,54.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500000,3000000
"Alavés","La Liga","Marc Tenas","ESP","FW,MF","20",2001,3,0,54,0.6,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0,0,4,0,0,0,0,0,0,0.35,0.35,0,0.35,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,14,21,66.7,175,36,10,12,83.3,4,7,57.1,0,0,NA,0.2,0,-0.2,1,0,0,0,0,21,21,0,0,0,0,2,0,0,0,0,0,14,0,1,2,3.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,1,0,1,0,1,0,1,27,2,5,10,13,1,27,1,1,100,0,0,9,189,45,0,2,0,4,1,23,4,3,54,18,1.6,0.6,0,NA,0,3,18,0,1,0,2,-2,-3.33,-2.48,0.4,1.8,-1.4,-2.34,-1.85,0,3,1,0,2,1,0,0,0,4,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
